Date,Price,Open,High,Low,Vol.,Change %,EPU,GPRD,Gold,MA50,EMA50,OBV,MACD,MACD Signal,PSAR
2014-05-04,436.0,438.6,446.6,428.8,3370.0,-0.0059,107.68332428502475,91.11188507080078,1302.5999755859375,463.06470588235294,463.22662136556875,-26400.0,-7.124428082456177,-2.3733043889526706,503.2584991103988
2014-05-05,430.9,436.0,443.9,426.4,3040.0,-0.0118999999999999,107.68332428502475,63.878719329833984,1309.0,462.1457142857143,461.95891072378174,-29440.0,-8.46992327131818,-3.5926281654257726,498.3109891637749
2014-05-06,432.2,430.9,435.0,420.2,4190.0,0.0031,107.68332428502475,111.76004791259766,1308.300048828125,461.31388888888887,460.7918946169668,-25250.0,-9.323859122747763,-4.738874356890171,493.6603298139484
2014-05-07,446.5,432.2,458.8,423.5,5030.0,0.0332,107.68332428502475,80.20745086669922,1288.5999755859375,460.9135135135135,460.23142816139944,-20220.0,-8.745901637426243,-5.540279812997386,487.78350342883255
2014-05-08,441.1,446.5,455.5,439.5,2540.0,-0.0121999999999999,107.68332428502475,121.40300750732422,1287.4000244140625,460.39210526315793,459.4811760766387,-22760.0,-8.624186779838965,-6.157061206365702,482.37682315452594
2014-05-09,445.5,441.1,455.8,438.5,2270.0,0.0098,107.68332428502475,119.73136138916016,1287.300048828125,460.01025641025643,458.93289466186854,-20490.0,-8.079547654608575,-6.541558496014277,477.40267730216385
2014-05-10,451.9,445.5,459.5,441.4,450.0,0.0144999999999999,107.68332428502475,50.381256103515625,1287.300048828125,459.8075,458.65709487120705,-20040.0,-7.050220161569314,-6.643290829125284,472.8264631179907
2014-05-11,433.2,451.9,455.4,429.0,1890.0,-0.0412999999999999,107.68332428502475,94.45203399658205,1287.300048828125,459.1585365853659,457.6587774252774,-21930.0,-7.655160499939484,-6.8456647632881245,468.6163460685515
2014-05-12,438.2,433.2,441.1,430.2,1390.0,0.0115,107.68332428502475,93.84044647216795,1295.5999755859375,458.6595238095238,456.8956881144822,-20540.0,-7.643017910344156,-7.005135392699331,464.74303838306736
2014-05-13,433.9,438.2,442.3,432.7,2650.0,-0.0098,107.68332428502475,114.07518005371094,1294.5999755859375,458.0837209302325,455.9938964237182,-23190.0,-7.889424509261289,-7.181993216011723,461.17959531242195
2014-05-14,442.6,433.9,444.3,433.9,2200.0,0.0200999999999999,107.68332428502475,113.31475067138672,1305.699951171875,457.7318181818182,455.46864558357237,-20990.0,-7.298553046768916,-7.205305182163162,457.9012276874282
2014-05-15,448.1,442.6,450.0,441.5,2170.0,0.0124,107.68332428502475,60.22850036621094,1293.5,457.5177777777778,455.17967909009894,-18820.0,-6.313698732317334,-7.026983892193996,454.88512947243396
2014-05-16,453.6,448.1,455.1,441.9,1760.0,0.0123,107.68332428502475,79.4108657836914,1293.300048828125,457.4326086956522,455.1177308904872,-17060.0,-5.031391805242038,-6.627865474803605,420.2
2014-05-17,452.8,453.6,455.9,452.2,1710.0,-0.0019,107.68332428502475,40.28379821777344,1293.300048828125,457.3340425531915,455.02683948301717,-18770.0,-4.033215246362545,-6.108935429115394,420.89799999999997
2014-05-18,450.1,452.8,454.0,449.0,1450.0,-0.0059,107.68332428502475,67.60342407226562,1293.300048828125,457.18333333333334,454.8336300915263,-20220.0,-3.4205901333218094,-5.571266369956677,422.29807999999997
2014-05-19,443.9,450.1,451.7,441.2,1350.0,-0.0139,107.68332428502475,56.4642219543457,1293.699951171875,456.9122448979592,454.40486028401546,-21570.0,-3.3962190033518027,-5.136256896635703,423.64215679999995
2014-05-20,484.6,443.9,486.2,437.3,1900.0,0.0916,107.68332428502475,77.7395248413086,1294.5,457.466,455.5889834101325,-19670.0,-0.09169781601508475,-4.12734508051158,424.93247052799995
2014-05-21,488.8,484.6,495.2,481.7,1400.0,0.0088,107.68332428502475,94.7530746459961,1288.0,457.972,456.89137621757834,-18270.0,2.8334022346448933,-2.735195617480285,428.60852229631996
2014-05-22,515.4,488.8,519.3,485.5,3120.0,0.0542999999999999,107.68332428502475,58.45708084106445,1294.9000244140625,459.792,459.1858320521831,-15150.0,7.214795126362617,-0.7451974687117048,433.9358405126144
2014-05-23,518.1,515.4,540.9,515.2,2760.0,0.0053,107.68332428502475,110.1740951538086,1291.5999755859375,461.42799999999994,461.4961915795485,-12390.0,10.780675082821062,1.5599770415948486,442.47225646135297
2014-05-24,520.5,518.1,526.7,510.4,2860.0,0.0046,107.68332428502475,66.56834411621094,1291.5999755859375,462.95,463.8100664195662,-9530.0,13.643051970840418,3.976592027443963,454.2835856859906
2014-05-25,570.4,520.5,575.2,520.5,1870.0,0.096,107.68332428502475,111.29180908203124,1291.5999755859375,465.226,467.9900638148774,-7660.0,19.71080535067506,7.123434692090182,464.6775554036717
2014-05-26,582.0,570.4,586.4,564.7,2960.0,0.0203,107.68332428502475,43.230899810791016,1291.5999755859375,467.75199999999995,472.46104170449,-4700.0,25.165474746834093,10.731842703038964,480.1506976471577
2014-05-27,570.1,582.0,586.2,555.3,3350.0,-0.0204999999999999,107.68332428502475,68.70510864257812,1265.4000244140625,469.906,476.2900204611767,-8050.0,28.203002339302486,14.22607463029167,497.15058602361245
2014-05-28,570.8,570.1,581.8,562.6,3570.0,0.0013,107.68332428502475,96.48255157470705,1259.300048828125,471.99,479.9962941685815,-4480.0,30.317270369420896,17.444313778117518,511.43049225983447
2014-05-29,564.4,570.8,573.8,557.7,3730.0,-0.0112,107.68332428502475,114.96981048583984,1256.300048828125,474.13199999999995,483.30624341687246,-8210.0,31.117710901628584,20.178993202819733,523.425613498261
2014-05-30,612.3,564.4,613.3,564.0,6210.0,0.0849,107.68332428502475,64.87747955322266,1245.5999755859375,478.686,488.3648221064069,-2000.0,35.21130150775571,23.185454863806928,533.5015153385392
2014-05-31,627.9,612.3,629.0,604.7,4410.0,0.0254,107.68332428502475,48.314571380615234,1245.5999755859375,482.542,493.83678986693997,2410.0,39.26170666631401,26.400705224308346,547.8652425776021
2014-06-01,649.8,627.9,675.0,622.0,3550.0,0.0348,92.11171825766009,34.79587936401367,1245.5999755859375,486.786,499.9529941858835,5960.0,43.73468271172203,29.867500721791085,564.0
2014-06-02,655.5,649.8,662.6,625.5,4130.0,0.0088,92.11171825766009,57.27783203125,1243.699951171875,491.344,506.05287676682923,10090.0,47.19545103548364,33.333090784529595,586.2
2014-06-03,669.4,655.5,676.5,631.4,4360.0,0.0213,92.11171825766009,84.3966293334961,1244.300048828125,495.164,512.458646305385,14450.0,50.477871220362545,36.762046871696185,603.96
2014-06-04,638.9,669.4,669.8,602.1,5600.0,-0.0455999999999999,92.11171825766009,76.4748306274414,1244.0,497.41399999999993,517.4171307639973,8850.0,50.04127311768525,39.417892120894,676.5
2014-06-05,660.2,638.9,665.4,635.6,2760.0,0.0333,92.11171825766009,107.98065185546876,1253.0,499.87799999999993,523.0164589693308,11610.0,50.828083457551315,41.69993038822547,676.5
2014-06-06,650.4,660.2,663.8,647.1,6040.0,-0.0148,92.11171825766009,52.97283172607422,1252.0999755859375,502.846,528.0118919509256,5570.0,50.08352650493873,43.376649611568126,675.012
2014-06-07,651.7,650.4,659.8,641.0,1970.0,0.0019,92.11171825766009,23.87436294555664,1252.0999755859375,506.17,532.8624059920658,7540.0,49.03313542804915,44.50794677486434,673.5537599999999
2014-06-08,651.0,651.7,658.9,648.7,3310.0,-0.001,92.11171825766009,69.8853988647461,1252.0999755859375,509.07,537.4952528159064,4230.0,47.595556830166515,45.125468785924774,672.1246848
2014-06-09,644.3,651.0,652.1,639.1,3260.0,-0.0103,92.11171825766009,75.93278503417969,1253.5,511.986,541.6836742741061,970.0,45.39237636937332,45.178850302614485,670.7241911039999
2014-06-10,655.6,644.3,661.4,641.7,3560.0,0.0175,92.11171825766009,114.51898193359376,1259.800048828125,515.194,546.1509811653177,4530.0,44.05037029474204,44.953154301039994,669.35170728192
2014-06-11,643.0,655.6,663.0,642.3,3800.0,-0.0192999999999999,92.11171825766009,130.0640106201172,1260.800048828125,518.2959999999999,549.9489819039327,730.0,41.49181430698536,44.26088630222907,668.0066731362816
2014-06-12,597.1,643.0,643.8,591.1,4590.0,-0.0713,92.11171825766009,87.9742202758789,1273.5999755859375,520.4920000000001,551.7980414371118,-3860.0,35.35286799968901,42.479282641721056,666.688539673556
2014-06-13,610.3,597.1,619.1,594.9,7550.0,0.0220999999999999,92.11171825766009,99.44561767578124,1273.699951171875,522.692,554.0922358905584,3690.0,31.193261998249568,40.22207851302676,663.6649980866138
2014-06-14,583.4,610.3,613.8,563.7,5000.0,-0.0441,92.11171825766009,74.20626831054688,1273.699951171875,525.07,555.2415599732816,-1310.0,25.432963712241417,37.26425555286969,660.7623981631492
2014-06-15,582.3,583.4,587.8,560.8,3940.0,-0.0019,92.11171825766009,65.59539794921875,1273.699951171875,527.558,556.302675268447,-5250.0,20.542325867508566,33.91986961579747,654.9386542733603
2014-06-16,599.1,582.3,606.1,580.5,3990.0,0.0288,92.11171825766009,135.30911254882812,1274.9000244140625,530.6759999999999,557.981001728508,-1260.0,17.816699910894386,30.69923567481685,647.4075619314915
2014-06-17,605.1,599.1,608.4,594.9,3000.0,0.01,92.11171825766009,207.0354766845703,1271.699951171875,533.94,559.828805582292,1740.0,15.956831142482883,27.75075476835006,640.4789569769722
2014-06-18,606.2,605.1,614.4,603.6,3310.0,0.0019,92.11171825766009,144.5634307861328,1272.4000244140625,537.1419999999999,561.6472837947512,5050.0,14.405574060194795,25.08171862671901,634.1046404188144
2014-06-19,600.2,606.2,612.6,598.7,5600.0,-0.01,92.11171825766009,104.74522399902344,1313.699951171875,540.234,563.1591550184864,-550.0,12.547403137488232,22.574855528872856,628.2402691853092
2014-06-20,590.8,600.2,602.0,587.1,2150.0,-0.0157,92.11171825766009,143.6958465576172,1316.199951171875,542.848,564.2431097236439,-2700.0,10.198723318986026,20.09962908689549,622.8450476504845
2014-06-21,597.0,590.8,599.2,584.8,2280.0,0.0106,92.11171825766009,89.03101348876953,1316.199951171875,545.714,565.52769365605,-420.0,8.736951685470217,17.827093606610436,617.8814438384458
2014-06-22,603.6,597.0,610.1,592.0,2040.0,0.011,92.11171825766009,102.8747787475586,1316.199951171875,549.014,567.0207252773814,1620.0,8.018618335160454,15.86539855232044,613.3149283313701
2014-06-23,591.2,603.6,604.7,582.9,2650.0,-0.0206,92.11171825766009,129.00125122070312,1318.0,552.1179999999999,567.9689321292489,-1030.0,6.375267495628236,13.967372340982001,610.1
2014-06-24,588.8,591.2,595.7,585.4,3080.0,-0.0040999999999999,92.11171825766009,155.02163696289062,1320.9000244140625,555.2760000000001,568.7858367516312,-4110.0,4.8236362966143815,12.138625132108478,610.1
2014-06-25,568.5,588.8,589.6,566.9,3090.0,-0.0345,92.11171825766009,94.64479064941406,1322.199951171875,558.0020000000001,568.7746274672536,-7200.0,1.9336273937218493,10.097625584431153,606.1560000000001
2014-06-26,582.7,568.5,582.7,565.8,4150.0,0.0250999999999999,92.11171825766009,95.01924896240234,1316.0999755859375,560.726,569.3207205077534,-3050.0,0.780103297225196,8.234121126989962,602.5275200000001
2014-06-27,602.2,582.7,603.9,580.1,3390.0,0.0335,92.11171825766009,136.6387939453125,1319.0,563.948,570.6101040172533,340.0,1.423010591454613,6.871899019882893,560.8
2014-06-28,597.6,602.2,608.8,594.0,2940.0,-0.0078,92.11171825766009,76.96761322021484,1319.0,566.99,571.6685313106943,-2600.0,1.5435446756348483,5.8062281510332845,561.6619999999999
2014-06-29,601.1,597.6,604.3,593.2,2890.0,0.0059,92.11171825766009,91.17159271240234,1319.0,569.974,572.8227065534122,290.0,1.899592238161972,5.024900968459022,563.54752
2014-06-30,635.1,601.1,637.3,596.5,3830.0,0.0567,92.11171825766009,84.09903717041016,1321.800048828125,574.012,575.2649533552392,4120.0,4.869149818624464,4.9937507384921105,565.3576191999999
2014-07-01,643.2,635.1,652.5,634.1,4110.0,0.0127,95.26182102688914,127.72338104248048,1326.4000244140625,578.112,577.9290728315043,8230.0,7.78639122988568,5.5522788367708245,569.674162048
2014-07-02,645.7,643.2,652.1,604.6,4780.0,0.0039,95.26182102688914,134.72164916992188,1330.699951171875,582.3480000000001,580.5867562498767,13010.0,10.182675626402101,6.47835819469708,576.3002290841599
2014-07-03,638.0,645.7,646.4,633.6,4010.0,-0.0118999999999999,95.26182102688914,93.11001586914062,1320.4000244140625,586.256,582.8382560047835,9000.0,11.329819519668263,7.448650459691317,582.3962107574272
2014-07-04,624.0,638.0,642.2,623.0,3600.0,-0.0220999999999999,95.26182102688914,92.0157699584961,1320.4000244140625,589.774,584.4524420438116,5400.0,10.982655111034433,8.155451389959941,588.004513896833
2014-07-05,623.0,624.0,627.8,619.7,3250.0,-0.0016,95.26182102688914,73.1883316040039,1320.4000244140625,593.1619999999999,585.96411098327,2150.0,10.505729661409191,8.625507044249792,593.1641527850863
2014-07-06,626.7,623.0,629.4,622.7,2700.0,0.0059,95.26182102688914,90.96295928955078,1320.4000244140625,596.64,587.5615968270633,4850.0,10.307503401316467,8.961906315663127,597.9110205622794
2014-07-07,613.6,626.7,627.9,607.3,2530.0,-0.0208,95.26182102688914,124.0274887084961,1316.5,599.91,588.5827106769824,2320.0,8.989719255644673,8.967468903659435,602.278138917297
2014-07-08,615.3,613.6,619.7,609.3,3210.0,0.0028,95.26182102688914,114.51898193359376,1316.0,603.338,589.6304475131792,5530.0,7.990432882190703,8.77206169936569,606.2958878039133
2014-07-09,623.0,615.3,623.8,610.5,3070.0,0.0125,95.26182102688914,109.20553588867188,1323.800048828125,606.106,590.9390574146232,8600.0,7.730702157892665,8.563789791071086,607.3
2014-07-10,618.4,623.0,625.0,611.7,3610.0,-0.0074,95.26182102688914,75.13040161132812,1338.699951171875,608.698,592.0159571238537,4990.0,7.072158688338504,8.26546357052457,609.3
2014-07-11,632.9,618.4,633.6,616.1,3120.0,0.0235,95.26182102688914,116.42811584472656,1337.0,611.048,593.6192529229182,8110.0,7.632306583265176,8.138832173072691,610.5
2014-07-12,635.9,632.9,638.6,625.9,3430.0,0.0046999999999999,95.26182102688914,57.9457893371582,1337.0,613.404,595.277321435745,11540.0,8.223507280620652,8.155767194582284,611.7
2014-07-13,628.0,635.9,638.6,627.5,1700.0,-0.0124,95.26182102688914,123.22461700439452,1337.0,615.554,596.5605637323824,9840.0,7.962784097288136,8.117170575123454,614.964
2014-07-14,618.3,628.0,629.0,616.1,2550.0,-0.0155,95.26182102688914,151.0289306640625,1306.300048828125,616.512,597.413090644838,7290.0,6.893980644850444,7.872532589068853,652.5
2014-07-15,619.6,618.3,624.4,617.3,3690.0,0.0021,95.26182102688914,97.30403137207033,1296.9000244140625,617.264,598.283165521511,10980.0,6.0817388442814035,7.514373840111364,651.772
2014-07-16,614.8,619.6,622.4,614.2,3000.0,-0.0077,95.26182102688914,160.0869140625,1299.5999755859375,618.158,598.9308845206675,7980.0,4.993153515125755,7.010129775114242,651.05856
2014-07-17,626.6,614.8,632.5,610.0,2920.0,0.0192,95.26182102688914,147.45384216308594,1316.699951171875,619.2739999999999,600.0159478727983,10900.0,5.024681778435479,6.61304017577849,649.5842176000001
2014-07-18,627.5,626.6,630.2,617.9,3350.0,0.0014,95.26182102688914,207.27992248535156,1309.199951171875,620.536,601.0937538385709,14250.0,5.0639169502201185,6.303215530666816,647.2091645440001
2014-07-19,627.0,627.5,634.1,625.1,3960.0,-0.0007,95.26182102688914,173.84658813476562,1309.199951171875,620.83,602.1096850605878,10290.0,4.997062262014765,6.041984876936406,644.9766146713602
2014-07-20,621.0,627.0,627.9,620.0,2300.0,-0.0097,95.26182102688914,116.2304458618164,1309.199951171875,620.692,602.8504817248785,7990.0,4.409104175677044,5.715408736684534,642.8780177910785
2014-07-21,625.1,621.0,625.9,615.0,2530.0,0.0067,95.26182102688914,203.44903564453125,1313.699951171875,620.198,603.7230118533147,10520.0,4.225272578966042,5.417381505140836,640.9053367236138
2014-07-22,622.5,625.1,628.8,620.0,3280.0,-0.0042,95.26182102688914,208.98077392578125,1306.0999755859375,619.538,604.4593643296553,7240.0,3.8256863128366376,5.099042466679997,639.051016520197
2014-07-23,621.7,622.5,625.0,621.0,2170.0,-0.0013,95.26182102688914,217.15283203125,1304.5,618.5840000000001,605.1354676892767,5070.0,3.4052049212784823,4.760274957599694,637.3079555289852
2014-07-24,601.9,621.7,622.0,599.4,4740.0,-0.0319,95.26182102688914,119.6003646850586,1290.5999755859375,617.844,605.0085866034227,330.0,1.4574750000145968,4.099714966082675,635.6694781972461
2014-07-25,600.5,601.9,609.1,597.4,5920.0,-0.0023,95.26182102688914,180.2757873535156,1303.0999755859375,616.65,604.8317792856415,-5590.0,-0.19681453943724136,3.240409064978692,632.7679199414664
2014-07-26,596.0,600.5,603.0,593.3,3480.0,-0.0075,95.26182102688914,131.2224884033203,1303.0999755859375,615.562,604.48543499993,-9070.0,-1.8496417906951592,2.2223988938439216,629.2311279473198
2014-07-27,595.0,596.0,601.5,593.7,3530.0,-0.0016,95.26182102688914,110.41893005371094,1303.0999755859375,614.428,604.1134571567956,-12600.0,-3.2032854571713187,1.1372620236408737,624.9193925936414
2014-07-28,587.9,595.0,597.5,578.1,2330.0,-0.0118999999999999,95.26182102688914,149.43914794921875,1303.300048828125,613.1659999999999,603.4776353075094,-14930.0,-4.793709578117955,-0.048932296710892005,621.1250654824045
2014-07-29,585.8,587.9,591.3,579.5,6720.0,-0.0037,95.26182102688914,169.99307250976562,1298.300048828125,611.996,602.7843947072149,-21650.0,-6.152660560875347,-1.269677949543783,615.1015563148678
2014-07-30,564.6,585.8,586.1,564.2,4100.0,-0.0361,95.26182102688914,202.2324676513672,1294.9000244140625,610.1759999999999,601.2869674637948,-25750.0,-8.838418048096969,-2.7834259692544205,609.9213384307864
2014-07-31,589.5,564.6,593.7,564.0,3520.0,0.0441,95.26182102688914,141.76959228515625,1281.300048828125,609.106,600.8247334456067,-22230.0,-8.855596500500269,-3.9978600755035902,602.6059242818606
2014-08-01,598.8,589.5,604.0,586.4,8930.0,0.0157,97.70284412639134,151.29515075683594,1293.5999755859375,609.14,600.7453321340143,-13300.0,-8.026256581437337,-4.80353937669034,564.0
2014-08-02,591.7,598.8,598.9,587.4,2120.0,-0.0118,97.70284412639134,47.034427642822266,1293.5999755859375,608.7679999999999,600.3906132267981,-15420.0,-7.851403293494172,-5.4131121600511065,564.0
2014-08-03,588.9,591.7,592.1,580.6,1260.0,-0.0046999999999999,97.70284412639134,36.16340255737305,1293.5999755859375,608.878,599.9400009433942,-16680.0,-7.848297118684059,-5.900149151777697,564.8
2014-08-04,592.8,588.9,595.1,586.5,3420.0,0.0065,97.70284412639134,155.696044921875,1287.699951171875,609.088,599.6600009063984,-13260.0,-7.445313111426117,-6.209181943707382,565.584
2014-08-05,588.8,592.8,594.3,585.4,4090.0,-0.0068,97.70284412639134,172.57949829101562,1284.0,608.882,599.2341185179122,-17350.0,-7.3638263466351646,-6.440110824292939,566.35232
2014-08-06,589.8,588.8,593.8,587.2,3010.0,0.0017,97.70284412639134,159.5406494140625,1306.699951171875,608.576,598.8641530858372,-14340.0,-7.136293111011014,-6.579347281636554,567.1052735999999
2014-08-07,592.8,589.8,595.1,587.9,2500.0,0.0051,97.70284412639134,177.72909545898438,1310.800048828125,608.308,598.6263431609024,-11840.0,-6.637384814029019,-6.590954788115048,567.8431681279999
2014-08-08,595.8,592.8,608.2,592.1,3110.0,0.0051,97.70284412639134,212.3964385986328,1308.9000244140625,608.22,598.5155061742004,-8730.0,-5.931546292871872,-6.459073089066413,568.5663047654399
2014-08-09,589.5,595.8,595.6,587.4,1420.0,-0.0106,97.70284412639134,142.10252380371094,1308.9000244140625,608.194,598.1619569124671,-10150.0,-5.8135070379154286,-6.329959878836217,570.1516525748223
2014-08-10,592.1,589.5,596.6,588.1,1340.0,0.0043,97.70284412639134,117.51902770996094,1308.9000244140625,608.096,597.9242331119782,-8810.0,-5.447367940295294,-6.153441491128032,571.6735864718294
2014-08-11,575.9,592.1,593.6,571.7,2570.0,-0.0273,97.70284412639134,206.7042236328125,1308.5,607.5419999999999,597.0605376958222,-11380.0,-6.390736249108045,-6.200900442724035,608.2
2014-08-12,567.7,575.9,578.3,562.0,3330.0,-0.0143,97.70284412639134,150.57125854492188,1308.800048828125,607.072,595.9091440606919,-14710.0,-7.711144624968711,-6.50294927917297,607.47
2014-08-13,542.1,567.7,573.5,523.2,4820.0,-0.045,97.70284412639134,165.8466033935547,1312.800048828125,606.1379999999999,593.798981548508,-19530.0,-10.699941561896935,-7.342347735717763,605.6512
2014-08-14,504.8,542.1,544.9,495.9,10880.0,-0.0688,97.70284412639134,106.74224090576172,1313.9000244140625,604.8639999999999,590.3088254093508,-30410.0,-15.89515350322938,-9.052908889220088,600.704128
2014-08-15,496.5,504.8,515.2,483.2,4770.0,-0.0165,97.70284412639134,131.8223419189453,1304.5,603.14,586.6300479423174,-35180.0,-20.446443160931608,-11.331615743562393,592.3197977599999
