Date,Price,Open,High,Low,Vol.,Change %,EPU,GPRD,Gold
2014-07-12,635.9,632.9,638.6,625.9,3430.0,0.0046999999999999,95.26182102688914,57.9457893371582,1337.0
2014-07-13,628.0,635.9,638.6,627.5,1700.0,-0.0124,95.26182102688914,123.22461700439452,1337.0
2014-07-14,618.3,628.0,629.0,616.1,2550.0,-0.0155,95.26182102688914,151.0289306640625,1306.300048828125
2014-07-15,619.6,618.3,624.4,617.3,3690.0,0.0021,95.26182102688914,97.30403137207033,1296.9000244140625
2014-07-16,614.8,619.6,622.4,614.2,3000.0,-0.0077,95.26182102688914,160.0869140625,1299.5999755859375
2014-07-17,626.6,614.8,632.5,610.0,2920.0,0.0192,95.26182102688914,147.45384216308594,1316.699951171875
2014-07-18,627.5,626.6,630.2,617.9,3350.0,0.0014,95.26182102688914,207.27992248535156,1309.199951171875
2014-07-19,627.0,627.5,634.1,625.1,3960.0,-0.0007,95.26182102688914,173.84658813476562,1309.199951171875
2014-07-20,621.0,627.0,627.9,620.0,2300.0,-0.0097,95.26182102688914,116.2304458618164,1309.199951171875
2014-07-21,625.1,621.0,625.9,615.0,2530.0,0.0067,95.26182102688914,203.44903564453125,1313.699951171875
2014-07-22,622.5,625.1,628.8,620.0,3280.0,-0.0042,95.26182102688914,208.98077392578125,1306.0999755859375
2014-07-23,621.7,622.5,625.0,621.0,2170.0,-0.0013,95.26182102688914,217.15283203125,1304.5
2014-07-24,601.9,621.7,622.0,599.4,4740.0,-0.0319,95.26182102688914,119.6003646850586,1290.5999755859375
2014-07-25,600.5,601.9,609.1,597.4,5920.0,-0.0023,95.26182102688914,180.2757873535156,1303.0999755859375
2014-07-26,596.0,600.5,603.0,593.3,3480.0,-0.0075,95.26182102688914,131.2224884033203,1303.0999755859375
2014-07-27,595.0,596.0,601.5,593.7,3530.0,-0.0016,95.26182102688914,110.41893005371094,1303.0999755859375
2014-07-28,587.9,595.0,597.5,578.1,2330.0,-0.0118999999999999,95.26182102688914,149.43914794921875,1303.300048828125
2014-07-29,585.8,587.9,591.3,579.5,6720.0,-0.0037,95.26182102688914,169.99307250976562,1298.300048828125
2014-07-30,564.6,585.8,586.1,564.2,4100.0,-0.0361,95.26182102688914,202.2324676513672,1294.9000244140625
2014-07-31,589.5,564.6,593.7,564.0,3520.0,0.0441,95.26182102688914,141.76959228515625,1281.300048828125
2014-08-01,598.8,589.5,604.0,586.4,8930.0,0.0157,97.70284412639134,151.29515075683594,1293.5999755859375
2014-08-02,591.7,598.8,598.9,587.4,2120.0,-0.0118,97.70284412639134,47.034427642822266,1293.5999755859375
2014-08-03,588.9,591.7,592.1,580.6,1260.0,-0.0046999999999999,97.70284412639134,36.16340255737305,1293.5999755859375
2014-08-04,592.8,588.9,595.1,586.5,3420.0,0.0065,97.70284412639134,155.696044921875,1287.699951171875
2014-08-05,588.8,592.8,594.3,585.4,4090.0,-0.0068,97.70284412639134,172.57949829101562,1284.0
2014-08-06,589.8,588.8,593.8,587.2,3010.0,0.0017,97.70284412639134,159.5406494140625,1306.699951171875
